Name,Platform,Genre,Global_Sales
Inazuma Eleven Go 2: Chrono Stone,3DS,Role-Playing,0.47
NHL 97,PS,Sports,0.47
We Sing Encore,Wii,Misc,0.47
Kong: The 8th Wonder of the World,GBA,Action,0.47
MX vs. ATV: Alive,PS3,Racing,0.47
Mega Man Star Force 3: Black Ace / Red Joker,DS,Action,0.47
Crayola: Treasure Adventures,DS,Puzzle,0.47
Godzilla: Save the Earth,PS2,Fighting,0.47
Dance Dance Revolution: Mario Mix,GC,Misc,0.47
Metal Gear Solid: The Twin Snakes,GC,Action,0.47
Imagine: Figure Skater (US sales),DS,Sports,0.47
Mat Hoffman's Pro BMX 2,PS2,Sports,0.46
Metal Gear Solid: The Essential Collection,PS2,Adventure,0.46
The Legend of Spyro: Dawn of the Dragon,DS,Platform,0.46
Iridion 3D,GBA,Shooter,0.46
MX vs. ATV Untamed,PS3,Racing,0.46
Classic NES Series: Pac-Man,GBA,Puzzle,0.46
Destroy All Humans!,XB,Shooter,0.46
Dragon Ball Z: Collectible Card Game,GBA,Misc,0.46
Country Dance 2,Wii,Misc,0.46
Razor Freestyle Scooter,PS,Sports,0.46
Crash of the Titans,Wii,Action,0.46
F.E.A.R. 3,PS3,Shooter,0.46
Disney's Kim Possible 3: Team Possible,GBA,Platform,0.46
Rygar: The Legendary Adventure,PS2,Action,0.46
Syphon Filter: Logan's Shadow,PSP,Shooter,0.46
Super Batter Up,SNES,Sports,0.46
Kessen II,PS2,Strategy,0.46
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,Platform,0.46
Stuart Little 2,GBA,Platform,0.46
Wolfenstein: The New Order,PC,Shooter,0.46
"Warhammer 40,000: Space Marine",PS3,Shooter,0.46
Tak 2: The Staff of Dreams,GBA,Platform,0.46
Art Academy: Lessons for Everyone,3DS,Action,0.46
Sid Meier's Civilization Revolution,DS,Strategy,0.46
ATV Offroad Fury Pro,PSP,Racing,0.46
Dora The Explorer: Dora Saves the Snow Princess,DS,Platform,0.46
SingStar Amped,PS2,Misc,0.46
Brothers In Arms: Earned in Blood,PS2,Shooter,0.46
Walk it Out!,Wii,Sports,0.46
Transformers: Dark of the Moon - Autobots/Decepticons,DS,Action,0.46
Dragon Ball Z: Sagas,PS2,Fighting,0.46
Scooby-Doo,GBA,Platform,0.46
The Legend of Spyro: Dawn of the Dragon,PS3,Platform,0.46
Hydro Thunder,PS,Racing,0.46
Brothers In Arms: D-Day,PSP,Shooter,0.46
American Girl: Kit Mystery Challenge!,DS,Adventure,0.46
Mario & Sonic at the Rio 2016 Olympic Games,3DS,Action,0.46
NHL FaceOff '97,PS,Sports,0.46
Deadpool,X360,Action,0.46
Brothers In Arms: Road to Hill 30,PS2,Shooter,0.46
Virtua Tennis 4,PS3,Sports,0.46
EA Sports UFC,XOne,Sports,0.46
Gremlins,2600,Action,0.46
The Mark of Kri,PS2,Action,0.46
Jampack Winter 2003 (RP-M),PS2,Misc,0.46
Rugrats: Castle Capers,GBA,Action,0.46
Crash Nitro Kart,GBA,Racing,0.46
Star Wars The Clone Wars: Republic Heroes,PS3,Action,0.46
Farming Simulator 2015,PS3,Simulation,0.46
Bleach: The Blade of Fate,DS,Fighting,0.46
Madden NFL 12,Wii,Sports,0.46
LEGO Rock Band,DS,Misc,0.46
Mad Max (2015),XOne,Action,0.46
"Barbie: Jet, Set & Style!",DS,Misc,0.46
Jak and Daxter: The Lost Frontier,PS2,Platform,0.46
Momotarou Dentetsu 11,PS2,Misc,0.46
Command & Conquer: Red Alert 3,X360,Strategy,0.46
Tomb Raider: Legend,PSP,Action,0.46
Skylanders: SuperChargers,X360,Action,0.46
The Golden Compass,X360,Action,0.46
Star Wars: Demolition,PS,Racing,0.46
Scooby-Doo! and the Spooky Swamp,Wii,Action,0.46
Sword Art Online: Lost Song,PSV,Role-Playing,0.46
Bloody Roar II,PS,Fighting,0.46
Delta Force: Black Hawk Down,PS2,Shooter,0.46
Burnout Dominator,PSP,Racing,0.46
NBA Live 07,X360,Sports,0.46
Vin Diesel: Wheelman,X360,Racing,0.46
Space Invaders,SNES,Shooter,0.46
.hack//Outbreak Part 3,PS2,Role-Playing,0.46
Rayman Legends,X360,Platform,0.46
Mother 1+2,GBA,Role-Playing,0.46
Hyperdimension Neptunia,PS3,Role-Playing,0.46
iCarly,Wii,Adventure,0.46
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Puzzle,0.46
Harry Potter and the Deathly Hallows - Part 1,X360,Action,0.46
Top Spin,XB,Sports,0.46
Disney Guilty Party,Wii,Misc,0.46
Warhawk,PS,Simulation,0.46
Pirates of the Caribbean: At World's End,Wii,Action,0.46
Red Faction: Armageddon,PS3,Shooter,0.46
DanceStar Party,PS3,Misc,0.46
Persona 4: Dancing All Night,PSV,Misc,0.46
Tales of Vesperia,PS3,Role-Playing,0.45
Thief (2014),XOne,Action,0.45
Dynasty Warriors: Strikeforce,PSP,Action,0.45
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,Platform,0.45
Tales of Hearts,PSV,Role-Playing,0.45
Missile Command,PS,Shooter,0.45
Lego Batman 3: Beyond Gotham,3DS,Action,0.45
Barbie as The Island Princess,Wii,Adventure,0.45
Jikkyou Powerful Pro Yakyuu 3,SNES,Sports,0.45
The Walking Dead: Season One,PS4,Adventure,0.45
Jikkyou Powerful Pro Yakyuu 12,PS2,Sports,0.45
Enter the Matrix,GC,Action,0.45
Crash: Mind Over Mutant,Wii,Platform,0.45
NASCAR 2005: Chase for the Cup,XB,Racing,0.45
J-League Excite Stage '95,SNES,Sports,0.45
The New York Times Crosswords,DS,Puzzle,0.45
Phantasy Star Online Episode I & II,GC,Role-Playing,0.45
Moshi Monsters: Moshlings Theme Park,DS,Misc,0.45
The Powerpuff Girls: Relish Rampage,PS2,Action,0.45
Resistance: Burning Skies,PSV,Shooter,0.45
NBA 2K13,Wii,Sports,0.45
Dead or Alive: Dimensions,3DS,Fighting,0.45
Brain Challenge,DS,Misc,0.45
NFL Head Coach,PS2,Sports,0.45
Watch Dogs,PC,Action,0.45
Karaoke Revolution Presents American Idol Encore,Wii,Misc,0.45
Major League Baseball 2K11,X360,Sports,0.45
Enemy Territory: Quake Wars,X360,Shooter,0.45
Ghostbusters,2600,Puzzle,0.45
NCAA Gamebreaker 99,PS,Sports,0.45
Area 51,PS2,Shooter,0.45
World Stadium 2,PS,Sports,0.45
Sega Rally Revo,X360,Racing,0.45
NHL 2005,PS2,Sports,0.45
TNA iMPACT!,X360,Fighting,0.45
Star Wars Jedi Knight: Jedi Academy,XB,Shooter,0.45
Thrillville: Off the Rails,Wii,Strategy,0.45
Phoenix,2600,Simulation,0.45
Spider-Man: Shattered Dimensions,PS3,Action,0.45
F.E.A.R. 3,X360,Shooter,0.45
My Fashion Studio,DS,Misc,0.45
Plants vs. Zombies: Garden Warfare 2,PS4,Shooter,0.45
Rock Band Country Track Pack,Wii,Misc,0.45
Pro Evolution Soccer 2016,PS3,Sports,0.45
Apocalypse,PS,Action,0.45
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,Action,0.45
PES 2009: Pro Evolution Soccer,Wii,Sports,0.45
Yu-Gi-Oh! Destiny Board Traveler,GBA,Misc,0.45
SingStar Queen,PS3,Misc,0.45
God Eater 2,PSV,Role-Playing,0.45
Samurai Warriors 3,Wii,Action,0.45
World Soccer Winning Eleven 5 Final Evolution,PS2,Sports,0.45
One Piece: Pirate Warriors 3,PS4,Action,0.45
Sphinx and the Cursed Mummy,PS2,Action,0.45
Fatal Fury 2,SNES,Fighting,0.45
Rampage World Tour,N64,Action,0.45
Pokemon Puzzle League,N64,Puzzle,0.45
Eternal Sonata,PS3,Role-Playing,0.45
Dance Dance Revolution: Hottest Party 3,Wii,Simulation,0.45
FIFA 15,3DS,Sports,0.45
Petz: Catz 2,Wii,Simulation,0.45
Bee Movie Game,DS,Action,0.45
Tekken Advance,GBA,Fighting,0.45
Shin Megami Tensei: Persona 3,PS2,Role-Playing,0.45
Persona,PS,Role-Playing,0.45
Band Hero,DS,Misc,0.45
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,Fighting,0.45
Hot Wheels: Stunt Track Challenge,GBA,Racing,0.45
Viking: Battle for Asgard,X360,Action,0.45
Mobile Suit Gundam,PS,Action,0.45
SingStar Take That,PS2,Misc,0.45
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,0.45
Final Fantasy Collection,PS,Role-Playing,0.45
Disney Sing It! High School Musical 3: Senior Year,PS2,Misc,0.45
NBA Live 10,X360,Sports,0.45
Samurai Warriors: Xtreme Legends,PS2,Action,0.45
Tony Hawk's Proving Ground,PS3,Sports,0.45
NHL FaceOff,PS,Sports,0.45
WWE WrestleMania 21,XB,Fighting,0.45
Brunswick Pro Bowling,X360,Sports,0.45
Worms: Open Warfare 2,PSP,Strategy,0.45
NBA Live 2005,GC,Sports,0.45
Defender II,2600,Shooter,0.45
WWE Day of Reckoning,GC,Fighting,0.45
Dragon Quest Heroes: Rocket Slime,DS,Action,0.45
ATV Quad Power Racing 2,XB,Racing,0.45
Walt Disney World Quest: Magical Racing Tour,PS,Racing,0.45
Sled Storm,PS2,Racing,0.45
Vandal Hearts,PS,Role-Playing,0.45
Mario Tennis Ultra Smash,WiiU,Sports,0.45
Celebrity Sports Showdown,Wii,Sports,0.45
Jawbreaker,2600,Action,0.45
Scooby-Doo! Mystery Mayhem,PS2,Action,0.45
Mario Golf: Advance Tour,GBA,Sports,0.45
Crash: Mind Over Mutant,PSP,Platform,0.45
Karaoke Revolution,Wii,Misc,0.45
Discovery Kids: Kitten Corner,DS,Simulation,0.45
Just Dance 2014,XOne,Misc,0.45
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,Misc,0.44
Payday 2,PS3,Shooter,0.44
Major League Baseball 2K6,PS2,Sports,0.44
Jampack Volume 13 (RP-M),PS2,Misc,0.44
World Soccer Winning Eleven 9,XB,Sports,0.44
NBA Live 2000,N64,Sports,0.44
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,Action,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,Misc,0.44
Disney Infinity 3.0,X360,Action,0.44
TouchMaster 3,DS,Puzzle,0.44
The Thing,PS2,Adventure,0.44
Disney Infinity 3.0,WiiU,Action,0.44
Van Helsing,PS2,Action,0.44
X-Men Legends II: Rise of Apocalypse,XB,Role-Playing,0.44
Food Network: Cook or Be Cooked,Wii,Misc,0.44
Transformers: Fall of Cybertron,X360,Action,0.44
Metro: Last Light,PS3,Action,0.44
The Urbz: Sims in the City (all regions sales),DS,Simulation,0.44
Spawn: Armageddon,PS2,Action,0.44
The Godfather (US sales),XB,Action,0.44
DmC: Devil May Cry,X360,Action,0.44
Plants vs. Zombies: Garden Warfare 2,XOne,Shooter,0.44
World Stadium EX,PS,Sports,0.44
Tiger Woods PGA Tour 2003,XB,Sports,0.44
Battlefield 2: Modern Combat,PS2,Shooter,0.44
G-Force,Wii,Action,0.44
Ben 10 Alien Force: Vilgax Attacks,Wii,Action,0.44
50 Cent: Bulletproof,XB,Action,0.44
Densetsu no Stafi 2,GBA,Platform,0.44
Independence Day,PS,Shooter,0.44
Need for Speed: Shift 2 Unleashed,X360,Racing,0.44
Chocobo Racing,PS,Racing,0.44
Ninja Gaiden 3,PS3,Action,0.44
Child of Eden,X360,Shooter,0.44
LEGO Star Wars II: The Original Trilogy,XB,Action,0.44
Family Fest Presents Circus Games,Wii,Misc,0.44
My Spanish Coach,DS,Misc,0.44
The Darkness,X360,Shooter,0.44
Gundam SEED: Federation vs. Z.A.F.T.,PS2,Shooter,0.44
Ms. Pac-Man Maze Madness,PS,Puzzle,0.44
Blood Omen: Legacy of Kain,PS,Role-Playing,0.44
Super Bomberman 4,SNES,Puzzle,0.44
Bomberman II,NES,Puzzle,0.44
Duke Nukem 64,N64,Shooter,0.44
Sin and Punishment: Star Successor,Wii,Shooter,0.44
Jump Start Pet Rescue,Wii,Misc,0.44
Naughty Bear,PS3,Action,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,Misc,0.44
Super Robot Taisen OG: Original Generations,PS2,Strategy,0.44
Army Men World War: Final Front,PS,Action,0.44
Petz: Horsez 2,DS,Simulation,0.44
Puppy Luv: Spa and Resort,DS,Simulation,0.44
Yu-Gi-Oh! 5D's Tag Force 4,PSP,Strategy,0.44
MX Unleashed,XB,Racing,0.44
Jikkyou Powerful Pro Yakyuu 9,PS2,Sports,0.44
Grind Session,PS,Sports,0.44
Naruto: Gekito Ninja Taisen! 3,GC,Fighting,0.44
Barbie: Groom and Glam Pups,DS,Action,0.44
Wario World,GC,Platform,0.44
Scooby-Doo! Mystery Mayhem,GBA,Action,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,Misc,0.44
Deer Drive,DS,Sports,0.44
Just Dance 4,PS3,Misc,0.44
TimeSplitters 2,GC,Shooter,0.44
Battlebots: Design & Destroy,GBA,Action,0.44
Devil May Cry HD Collection,X360,Action,0.44
Eternal Darkness: Sanity's Requiem,GC,Adventure,0.44
Power Rangers: S.P.D.,GBA,Action,0.44
Naruto: Ultimate Ninja 3,PS2,Fighting,0.44
SingStar Motown,PS2,Misc,0.44
Neon Genesis Evangelion,SAT,Adventure,0.44
Nicktoons: Attack of the Toybots,Wii,Platform,0.44
Mobile Suit Gundam: One Year War,PS2,Action,0.44
Tongari Boushi to Mahou no Otana,DS,Simulation,0.44
NFL Blitz 20-03,PS2,Sports,0.44
Just Dance: Summer Party,Wii,Misc,0.44
SpongeBob's Atlantis SquarePantis,PS2,Action,0.44
Dragon Ball Z: Shin Budokai - Another Road,PSP,Fighting,0.44
Master of Illusion,DS,Puzzle,0.44
Star Wars: Jedi Starfighter,XB,Simulation,0.44
Remington Great American Bird Hunt,Wii,Sports,0.44
Classic NES Series: Metroid,GBA,Adventure,0.43
Alpha Protocol,PS3,Role-Playing,0.43
Tetris Axis,3DS,Puzzle,0.43
Dora the Explorer: Dora Puppy,DS,Misc,0.43
Primal,PS2,Action,0.43
Madden NFL 2002,N64,Sports,0.43
Need for Speed Underground 2,GBA,Racing,0.43
007: Quantum of Solace,PS2,Action,0.43
Spec Ops: Covert Assault,PS,Shooter,0.43
SSX Tricky,XB,Sports,0.43
Flight Control Rocket,GBA,Simulation,0.43
FIFA 14,PC,Sports,0.43
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,Action,0.43
Trials Fusion,PS4,Racing,0.43
Wheel of Fortune,DS,Misc,0.43
NiGHTS into dreams...,SAT,Platform,0.43
NCAA Football 2004,XB,Sports,0.43
Overwatch,PC,Shooter,0.43
Rock Band 4,XOne,Misc,0.43
NBA Jam,Wii,Sports,0.43
Bionicle,PS2,Action,0.43
Minecraft,WiiU,Misc,0.43
MLB 2002,PS,Sports,0.43
Sleeping Dogs,PS4,Action,0.43
TimeSplitters,PS2,Shooter,0.43
Barnstorming,2600,Action,0.43
InuYasha: The Secret of the Cursed Mask,PS2,Role-Playing,0.43
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,0.43
The Powerpuff Girls: Him and Seek,GBA,Platform,0.43
Mega Man Zero 2,GBA,Platform,0.43
Wonder Project J: Kikai no Shonen Pino,SNES,Simulation,0.43
2010 FIFA World Cup South Africa,Wii,Sports,0.43
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,0.43
Spec Ops: The Line,X360,Shooter,0.43
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,Misc,0.43
Ghostbusters: The Video Game,PS2,Action,0.43
Hunter: The Reckoning  Wayward,PS2,Action,0.43
How to Train Your Dragon,Wii,Action,0.43
Command & Conquer 3: Tiberium Wars,X360,Strategy,0.43
WipEout 64,N64,Racing,0.43
Mischief Makers,N64,Platform,0.43
Max Payne 3,PC,Shooter,0.43
Petz Bunnyz,DS,Simulation,0.43
Castlevania: Portrait of Ruin,DS,Platform,0.43
EyeToy: AntiGrav,PS2,Sports,0.43
FIFA 14,Wii,Sports,0.43
EverQuest Online Adventures,PS2,Role-Playing,0.43
Cool Boarders,PS,Sports,0.43
"999: Nine Hours, Nine Persons, Nine Doors",DS,Adventure,0.43
Mobile Suit Gundam: Zeonic Front,PS2,Simulation,0.43
Zone of the Enders HD Collection,PS3,Simulation,0.43
Def Jam Icon,PS3,Action,0.43
Tales of the World: Radiant Mythology,PSP,Role-Playing,0.43
Monopoly,PS2,Misc,0.43
Dawn of Mana,PS2,Role-Playing,0.43
Microsoft Flight Simulator X,PC,Simulation,0.43
Lego Batman 3: Beyond Gotham,XOne,Action,0.43
Madden NFL 2003,GC,Sports,0.43
NASCAR Kart Racing,Wii,Racing,0.43
Disney Sing It,X360,Misc,0.43
Backyard Baseball,GBA,Sports,0.43
Call of Duty: Black Ops II,WiiU,Shooter,0.43
TRON: Evolution,PS3,Action,0.43
Midway Arcade Treasures,XB,Misc,0.43
Call of Duty: Modern Warfare: Mobilized,DS,Shooter,0.43
Petz: Horsez 2,Wii,Simulation,0.43
The Smurfs,DS,Action,0.43
Bakugan: Battle Brawlers,PS2,Action,0.43
NHL FaceOff 99,PS,Sports,0.43
Skylanders: Trap Team,PS4,Action,0.43
SEGA Classics Collection,PS2,Misc,0.43
Pirates of the Caribbean: At World's End,PSP,Action,0.43
Juiced: Eliminator,PSP,Racing,0.43
Naruto: Ninja Council 3,DS,Action,0.42
Neon Genesis Evangelion 2nd Impression,SAT,Role-Playing,0.42
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Strategy,0.42
NBA Street,GC,Sports,0.42
Ben 10 Alien Force: Vilgax Attacks,DS,Action,0.42
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,0.42
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,0.42
The Legend of Spyro: The Eternal Night,PS2,Platform,0.42
Mega Man Battle Network,GBA,Role-Playing,0.42
LEGO Rock Band,PS3,Misc,0.42
25 to Life,PS2,Shooter,0.42
NHL 2K6,PS2,Sports,0.42
Medal of Honor: Rising Sun,GC,Shooter,0.42
The Sims,XB,Simulation,0.42
Guitar Hero: Smash Hits,X360,Misc,0.42
Dog's Life,PS2,Adventure,0.42
The X Files,PS,Adventure,0.42
Super Wagyan Land,SNES,Action,0.42
Rascal,PS,Action,0.42
Hometown Story,3DS,Role-Playing,0.42
Tony Hawk's American Wasteland,GC,Sports,0.42
Top Spin 4,X360,Sports,0.42
Famicom Mini: Super Mario Bros. 2,GBA,Platform,0.42
Crash: Mind Over Mutant,DS,Platform,0.42
Medal of Honor Heroes 2,Wii,Shooter,0.42
Yu-Gi-Oh! GX: Tag Force 2,PSP,Strategy,0.42
Colony Wars,PS,Simulation,0.42
All-Star Baseball 2004,PS2,Sports,0.42
Big Strike Bowling,PS,Sports,0.42
Ragnarok Odyssey,PSV,Role-Playing,0.42
Harry Potter and the Deathly Hallows - Part 1,DS,Action,0.42
Horsez,DS,Simulation,0.42
SpongeBob's Truth or Square (US sales),DS,Action,0.42
NASCAR Thunder 2002,PS,Racing,0.42
Grandia,SAT,Role-Playing,0.42
ESPN NHL 2K5,XB,Sports,0.42
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,Misc,0.42
Hot Wheels World Race,PS2,Racing,0.42
Avatar: The Last Airbender - The Burning Earth,PS2,Action,0.42
Superman: Shadow of Apokolips,PS2,Action,0.42
NiGHTS: Journey of Dreams,Wii,Platform,0.42
American Chopper,PS2,Racing,0.42
Vanquish,X360,Shooter,0.42
Star Wars Trilogy: Apprentice of the Force,GBA,Action,0.42
Marvel Super Hero Squad,DS,Fighting,0.42
Lemony Snicket's A Series of Unfortunate Events,GBA,Platform,0.42
JGTC: All-Japan Grand Touring Car Championship,PS,Racing,0.42
NBA Live 06,PSP,Sports,0.42
Arc the Lad III,PS,Role-Playing,0.42
Solitaire Overload,DS,Misc,0.42
Mobile Suit Gundam: Gundam vs. Gundam,PSP,Fighting,0.42
Test Drive,XB,Racing,0.42
Jikkyou Powerful Pro Yakyuu 11,PS2,Sports,0.42
Ghost Trick: Phantom Detective,DS,Adventure,0.42
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,Action,0.42
Rush 2: Extreme Racing USA,N64,Racing,0.42
NFL Blitz 2001,N64,Sports,0.42
Dr. Mario 64,N64,Puzzle,0.42
Jikkyou Powerful Pro Yakyuu 6,N64,Sports,0.42
Army Men: Sarge's Heroes 2,N64,Shooter,0.42
James Bond 007: Everything or Nothing,GC,Shooter,0.42
Green Day: Rock Band,PS3,Misc,0.42
Wolfenstein: The Old Blood,PS4,Action,0.42
MLB 08: The Show,PS2,Sports,0.42
Disney Infinity 2.0: Marvel Super Heroes,XOne,Action,0.42
Dance Dance Revolution Ultramix 2,XB,Simulation,0.42
Mega Man Anniversary Collection,GC,Platform,0.42
Blazing Angels: Squadrons of WWII,X360,Simulation,0.42
Super Famista 4,SNES,Sports,0.42
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,Misc,0.42
Cabela's Legendary Adventures,PS2,Sports,0.42
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,Misc,0.42
Harry Potter and the Goblet of Fire,GC,Action,0.42
JumpStart: Escape from Adventure Island,Wii,Adventure,0.42
Thrillville: Off the Rails,PS2,Strategy,0.42
Style Lab: Makeover,DS,Simulation,0.42
Condemned: Criminal Origins,X360,Action,0.42
Mega Man X6,PS,Action,0.42
Monster Jam: Urban Assault,Wii,Racing,0.42
BloodRayne,PS2,Shooter,0.42
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,Puzzle,0.42
Castlevania: Curse of Darkness,PS2,Action,0.42
Tom Clancy's HAWX 2,PS3,Action,0.42
Harvest Moon: Grand Bazaar,DS,Simulation,0.42
International Superstar Soccer Pro '98,PS,Sports,0.42
Jimmy Neutron: Boy Genius,GBA,Platform,0.42
Black,XB,Shooter,0.42
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,0.42
Double Pack: Finding Nemo / The Incredibles,XB,Action,0.42
Star Wars The Clone Wars: Republic Heroes,PSP,Action,0.42
NBA 2K11,PSP,Action,0.42
Animal Crossing: Amiibo Festival,WiiU,Misc,0.42
Hyrule Warriors,3DS,Action,0.42
Harry Potter and the Deathly Hallows - Part 1,PS3,Action,0.42
Fishing Resort,Wii,Sports,0.42
WWE All Stars,PS3,Fighting,0.42
Lord of the Rings: The Third Age,XB,Role-Playing,0.42
Football Manager Handheld 2011,PSP,Sports,0.42
Pirates of the Caribbean: At World's End,PS2,Action,0.42
Mega Man Legends 2,PS,Adventure,0.42
X-Men vs. Street Fighter,PS,Fighting,0.42
High Rollers Casino,PS2,Misc,0.42
Castlevania: The Dracula X Chronicles,PSP,Platform,0.42
The Suffering,PS2,Action,0.42
Cyber Troopers Virtual-On,SAT,Fighting,0.42
Katamari Forever,PS3,Puzzle,0.42
Star Wars Starfighter: Special Edition,XB,Simulation,0.42
TimeShift,X360,Shooter,0.41
NBA Jam,PS2,Sports,0.41
Zone of the Enders: The 2nd Runner,PS2,Simulation,0.41
Ghostbusters: The Video Game,DS,Action,0.41
Attack on Titan: Humanity in Chains,3DS,Action,0.41
Jampack Spring 2004 (RP-T),PS2,Misc,0.41
Dexter's Laboratory Deesaster Strikes,GBA,Adventure,0.41
NFL GameDay 2004,PS2,Sports,0.41
Scooby-Doo and the Cyber Chase,GBA,Adventure,0.41
Danganronpa: Trigger Happy Havoc,PSV,Misc,0.41
Tomb Raider: The Last Revelation,PC,Action,0.41
pro evolution soccer 2011,PS2,Sports,0.41
Sega Rally Championship 2,DC,Racing,0.41
Quake II,PS,Shooter,0.41
Crash of the Titans,PS2,Action,0.41
BioShock,PC,Shooter,0.41
Cars: Mater-National Championship,PS3,Racing,0.41
MLB 10: The Show,PS2,Sports,0.41
Wheel of Fortune: 2nd Edition,PS,Misc,0.41
Tom Clancy's Rainbow Six: Lockdown,XB,Shooter,0.41
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,Fighting,0.41
Cool Boarders 2001,PS,Sports,0.41
Grudge Warriors,PS,Action,0.41
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,Sports,0.41
Destiny: The Taken King,PS3,Shooter,0.41
Mobile Suit Gundam,SAT,Action,0.41
Mass Effect Trilogy,X360,Action,0.41
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,Shooter,0.41
Wolfenstein: The New Order,X360,Shooter,0.41
James Patterson Women's Murder Club: Games of Passion,DS,Adventure,0.41
Farming Simulator 2015,X360,Simulation,0.41
Jimmy Neutron: Boy Genius,PS2,Platform,0.41
Itadaki Street DS,DS,Misc,0.41
Castlevania: Order of Ecclesia,DS,Platform,0.41
BlazBlue: Continuum Shift,PS3,Fighting,0.41
X-Men: The Official Game,PS2,Action,0.41
300: March to Glory,PSP,Action,0.41
E0: Enemy Zero,SAT,Adventure,0.41
Nicktoons: Unite!,PS2,Adventure,0.41
Six Flags Fun Park,Wii,Misc,0.41
Spore Hero,Wii,Simulation,0.41
Mass Effect Trilogy,PS3,Action,0.41
NASCAR Racing,PS,Racing,0.41
LEGO Jurassic World,PSV,Action,0.41
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,Misc,0.41
Up,PSP,Action,0.41
Spider-Man: Web of Shadows,X360,Action,0.41
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,Adventure,0.41
SpongeBob SquigglePants,Wii,Misc,0.41
Cars: Race-O-Rama,PSP,Racing,0.41
Fantastic Pets,X360,Simulation,0.41
Command & Conquer: Red Alert,PS,Strategy,0.41
Star Wars The Clone Wars: Republic Heroes,DS,Action,0.41
Dig Dug,NES,Puzzle,0.41
Ogre Battle 64: Person of Lordly Caliber,N64,Role-Playing,0.41
Superman: The New Superman Adventures,N64,Action,0.41
UEFA Euro 2008 Austria-Switzerland,PS3,Sports,0.41
The Terminator: Dawn of Fate,PS2,Action,0.41
The LEGO Movie Videogame,PSV,Action,0.41
Rogue Galaxy: Director's Cut,PS2,Role-Playing,0.41
